first_name;frequency
jeannick;0.00001
jeannie;0.00008
jeannina;0.00001
jeannine;0.00832
jeannot;0.00009
jeanny;0.00002
jehan;0.00001
jehanne;0.00001
jennifer;0.00006
jenny;0.00009
jeremie;0.00005
jeremy;0.00016
jerome;0.00063
jeromine;0.00001
jerzy;0.00001
jessica;0.00005
jessy;0.00002
jesus;0.00009
jilali;0.00001
jim;0.00002
jimmy;0.00007
joachim;0.00013
joan;0.00003
joana;0.00001
joanna;0.00003
joannes;0.00011
joanny;0.00004
joao;0.00023
joaquim;0.00028
joaquin;0.00004
joaquina;0.00005
joceline;0.00002
jocelyn;0.00008
jocelyne;0.00099
joel;0.00208
joele;0.00001
joelle;0.00069
joffrette;0.00002
joffrey;0.00001
johan;0.00007
johann;0.00006
johanna;0.00006
johanne;0.00001
johannes;0.00004
john;0.00020
johnny;0.00006
johny;0.00003
jonas;0.00001
jonathan;0.00015
jordan;0.00006
jorge;0.00007
jose;0.00207
jose maria;0.00001
josee;0.00005
josef;0.00002
josefa;0.00025
josefina;0.00001
joseline;0.00005
joselyne;0.00004
joseph;0.00704
josepha;0.00008
josephe;0.00012
josephine;0.00188
josette;0.00434
joshua;0.00001
josian;0.00002
josiane;0.00185
josianne;0.00010
josip;0.00001
josseline;0.00005
josselyne;0.00003
josyane;0.00005
joyce;0.00002
jozef;0.00003
jozsef;0.00001
juan;0.00028
juana;0.00011
judith;0.00006
jules;0.00088
julia;0.00039
julian;0.00004
juliana;0.00004
juliane;0.00003
julie;0.00044
julien;0.00126
julienne;0.00067
juliette;0.00207
julio;0.00004
jurgen;0.00002
juste;0.00001
justin;0.00017
justine;0.00017
jutta;0.00001
kacem;0.00001
kaci;0.00001
kaddour;0.00005
kais;0.00002
kamal;0.00002
kamel;0.00008
karen;0.00002
karim;0.00013
karima;0.00003
karin;0.00003
karine;0.00020
karl;0.00008
katharina;0.00001
katherine;0.00001
kathleen;0.00003
katia;0.00007
katy;0.00002
kazimiera;0.00001
kazimierz;0.00001
keith;0.00001
keltoum;0.00001
kemal;0.00001
kenneth;0.00003
kenza;0.00001
kenzo;0.00001
ketty;0.00001
kevin;0.00018
khaddouj;0.00002
khadidja;0.00001
khadija;0.00009
khadra;0.00003
khaled;0.00004
khalid;0.00001
khalifa;0.00002
khedidja;0.00007
khedoudja;0.00001
kheira;0.00010
khelifa;0.00003
khira;0.00004
kim;0.00005
klara;0.00001
klaus;0.00003
kleber;0.00013
klebert;0.00001
koffi;0.00001
kouider;0.00003
krystyna;0.00001
kurt;0.00004
ladislas;0.00002
laetitia;0.00012
lahbib;0.00001
lahcen;0.00008
lahcene;0.00002
lahouari;0.00001
lahouaria;0.00001
lahoucine;0.00002
laid;0.00004
lakdar;0.00002
lakhdar;0.00012
laldja;0.00002
lalia;0.00001
lambert;0.00002
lamine;0.00002
lamri;0.00001
larbi;0.00013
laszlo;0.00002
latifa;0.00003
laura;0.00011
laure;0.00040
laurence;0.00077
laurent;0.00174
laurentine;0.00002
laurette;0.00012
lauriane;0.00002
laurie;0.00002
laurinda;0.00003
lazare;0.00004
lea;0.00068
leandre;0.00006
leandro;0.00001
leda;0.00001
leila;0.00007
lena;0.00003
lenny;0.00002
leo;0.00012
leocadia;0.00001
leocadie;0.00006
leon;0.00152
leona;0.00003
leonard;0.00011
leonardo;0.00002
leonce;0.00013
leoncie;0.00001
leone;0.00073
leonel;0.00002
leonide;0.00003
leonie;0.00056
leonne;0.00007
leonor;0.00002
leonore;0.00001
leontine;0.00031
leopold;0.00016
leopoldine;0.00002
leslie;0.00002
letizia;0.00001
liam;0.00003
liana;0.00001
liane;0.00001
lidia;0.00009
lieselotte;0.00001
lila;0.00001
lili;0.00001
lilia;0.00003
lilian;0.00006
liliana;0.00002
liliane;0.00251
lilianne;0.00007
lilli;0.00001
lilly;0.00002
lilou;0.00002
lily;0.00002
lina;0.00029
linda;0.00009
line;0.00008
linette;0.00002
lino;0.00007
lionel;0.00079
lionelle;0.00001
lionnel;0.00003
lisa;0.00004
lise;0.00015
liselotte;0.00002
lisette;0.00009
lisiane;0.00003
livia;0.00002
livio;0.00002
loan;0.00001
loetitia;0.00001
logan;0.00001
loic;0.00030
lola;0.00004
lorenza;0.00001
lorenzo;0.00003
lorette;0.00003
lorraine;0.00001
lotfi;0.00002
lou;0.00002
louane;0.00001
louis;0.00749
louisa;0.00014
louise;0.00386
louisette;0.00059
louisiane;0.00001
louiza;0.00004
louna;0.00001
lounes;0.00001
lounis;0.00001
lourdes;0.00001
luc;0.00061
lucas;0.00008
lucay;0.00003
luce;0.00013
lucette;0.00252
lucia;0.00018
luciana;0.00002
luciano;0.00006
lucie;0.00187
lucien;0.00443
lucienne;0.00518
lucile;0.00020
lucille;0.00001
lucinda;0.00002
lucio;0.00001
lucrece;0.00001
lucy;0.00002
ludivine;0.00003
ludmila;0.00002
ludovic;0.00039
ludwig;0.00002
luigi;0.00019
luigia;0.00004
luigina;0.00002
luis;0.00019
luisa;0.00005
luiz;0.00001
luna;0.00002
luz;0.00001
lydia;0.00027
lydie;0.00064
lyliane;0.00005
lynda;0.00001
lyne;0.00001
lysiane;0.00009
lysianne;0.00001
m;0.00006
m barek;0.00002
m barka;0.00001
m hamed;0.00005
m hammed;0.00001
maamar;0.00003
mabrouk;0.00003
mabrouka;0.00001
madani;0.00001
maddalena;0.00002
madelaine;0.00001
madeleine;0.00831
madi;0.00004
madjid;0.00005
mady;0.00002
mael;0.00003
maelys;0.00001
maeva;0.00002
mafalda;0.00003
magali;0.00013
magalie;0.00004
magda;0.00002
magdalena;0.00003
magdeleine;0.00013
magloire;0.00002
maguy;0.00002
mahamadou;0.00001
mahamoud;0.00001
mahjouba;0.00002
mahmoud;0.00009
maite;0.00001
makan;0.00001
makhlouf;0.00001
malcolm;0.00002
malek;0.00002
malik;0.00003
malika;0.00016
malvina;0.00002
mama;0.00004
mamadou;0.00010
manfred;0.00003
manoel;0.00002
manon;0.00006
mansour;0.00002
manuel;0.00110
manuela;0.00009
manuella;0.00003
marc;0.00316
marceau;0.00022
marcel;0.00974
marcelin;0.00003
marcelina;0.00001
marceline;0.00020
marcelino;0.00002
marcella;0.00002
marcelle;0.00685
marcellin;0.00004
marcelline;0.00017
marcello;0.00002
marco;0.00005
marcos;0.00001
marcus;0.00001
margaret;0.00005
margarete;0.00002
margaretha;0.00002
margarida;0.00002
margarita;0.00003
margaux;0.00001
margherita;0.00004
margot;0.00007
marguerite;0.00601
margueritte;0.00001
mari;0.00002
maria;0.00541
mariam;0.00003
mariama;0.00005
mariame;0.00005
marian;0.00009
mariana;0.00003
mariane;0.00002
marianna;0.00007
marianne;0.00035
mariano;0.00005
marie;0.04000
marie agnes;0.00003
marie andree;0.00004
marie ange;0.00010
marie angele;0.00001
marie anne;0.00011
marie annick;0.00006
marie antoinette;0.00015
marie bernadette;0.00001
marie catherine;0.00002
marie cecile;0.00003
marie chantal;0.00003
marie christine;0.00047
marie claire;0.00032
marie claude;0.00055
marie dominique;0.00004
marie elisabeth;0.00002
marie france;0.00049
marie francoise;0.00022
marie helene;0.00023
marie henriette;0.00002
marie jeanne;0.00035
marie joelle;0.00002
marie jose;0.00032
marie josee;0.00007
marie joseph;0.00005
marie josephe;0.00019
marie josephine;0.00002
marie laure;0.00009
marie laurence;0.00002
marie line;0.00008
marie lise;0.00001
marie louise;0.00114
marie luce;0.00001
marie madeleine;0.00024
marie marguerite;0.00001
marie martine;0.00001
marie noelle;0.00012
marie odile;0.00005
marie pascale;0.00002
marie paule;0.00017
marie pierre;0.00010
marie reine;0.00002
marie renee;0.00003
marie rose;0.00023
marie therese;0.00171
marie thereze;0.00002
marie yvonne;0.00002
marielle;0.00006
mariem;0.00001
mariette;0.00024
marija;0.00002
marilyn;0.00002
marilyne;0.00004
marin;0.00005
marina;0.00012
marine;0.00005
marinette;0.00048
marino;0.00003
mario;0.00048
marion;0.00007
marisa;0.00002
marise;0.00004
marius;0.00086
mariusz;0.00001
marjorie;0.00003
marlene;0.00020
marlise;0.00003
marlyse;0.00002
marta;0.00003
martha;0.00007
marthe;0.00270
martial;0.00045
martin;0.00028
martina;0.00001
martine;0.00230
marvin;0.00002
mary;0.00011
maryam;0.00001
maryan;0.00002
maryannick;0.00001
marylene;0.00010
maryline;0.00015
marylise;0.00001
maryse;0.00096
maryvonne;0.00043
mateo;0.00001
matheo;0.00002
mathias;0.00007
mathieu;0.00024
mathilde;0.00066
mathis;0.00003
mathurin;0.00007
mathurine;0.00001
matilde;0.00003
matteo;0.00003
matthias;0.00001
matthieu;0.00008
maud;0.00012
maude;0.00002
maureen;0.00001
maurice;0.00775
mauricette;0.00162
mauricia;0.00001
maurille;0.00002
maurizio;0.00002
mauro;0.00002
max;0.00072
maxence;0.00004
maxime;0.00054
maximilien;0.00002
maximilienne;0.00002
maximin;0.00004
may;0.00001
mebarek;0.00002
mebarka;0.00003
medard;0.00002
mederic;0.00002
mehdi;0.00006
mehmet;0.00006
melanie;0.00026
melina;0.00006
melissa;0.00004
mercedes;0.00015
meriem;0.00006
meryem;0.00001
mesmin;0.00001
messaoud;0.00012
messaouda;0.00009
meyer;0.00005
meziane;0.00002
michael;0.00028
michel;0.01839
michele;0.00210
micheline;0.00381
michelle;0.00228
mickael;0.00022
mieczyslaw;0.00002
miguel;0.00016
mikael;0.00003
mila;0.00001
milan;0.00004
milena;0.00002
milka;0.00002
miloud;0.00009
milouda;0.00001
mimi;0.00001
mimoun;0.00005
mimouna;0.00002
mina;0.00005
minh;0.00002
miodrag;0.00001
mira;0.00001
mireille;0.00225
mirella;0.00001
miroslav;0.00001
miroslaw;0.00001
modeste;0.00004
moha;0.00002
mohamadi;0.00002
mohamed;0.00177
mohammad;0.00005
mohammed;0.00096
mohand;0.00020
mohsen;0.00002
moinecha;0.00002
moise;0.00024
moisette;0.00002
mokhtar;0.00007
mokrane;0.00003
monette;0.00001
monica;0.00002
monika;0.00003
monique;0.00851
montserrat;0.00003
morgan;0.00004
morgane;0.00003
mostafa;0.00003
mostefa;0.00004
moulay;0.00003
mouloud;0.00009
mounir;0.00004
mourad;0.00004
moussa;0.00015
moustapha;0.00001
muguette;0.00024
muriel;0.00031
murielle;0.00016
mustafa;0.00004
mustapha;0.00016
my;0.00001
mylene;0.00004
myriam;0.00032
myriame;0.00001
myrtille;0.00001
nabil;0.00003
nacer;0.00003
naceur;0.00002
nadege;0.00012
nadia;0.00031
nadine;0.00089
nadir;0.00002
nael;0.00001
naim;0.00002
naima;0.00006
najat;0.00002
najib;0.00001
nancy;0.00004
narcisse;0.00008
nasser;0.00002
nassim;0.00002
natacha;0.00003
natale;0.00002
natalia;0.00003
natalie;0.00001
natalina;0.00002
nathalie;0.00100
nathan;0.00007
nathanael;0.00001
nella;0.00002
nello;0.00003
nelly;0.00079
nelson;0.00001
nerina;0.00001
nessim;0.00002
nestor;0.00004
ngoc;0.00005
nicholas;0.00001
nicola;0.00004
nicolas;0.00091
nicole;0.00464
nicolette;0.00002
nicolle;0.00026
nicomede;0.00002
nigel;0.00001
nikola;0.00001
nina;0.00008
nino;0.00002
noah;0.00003
noam;0.00001
noe;0.00005
noel;0.00100
noela;0.00002
noele;0.00006
noelie;0.00013
noeline;0.00002
noella;0.00010
noelle;0.00039
noellie;0.00002
noemi;0.00001
noemie;0.00010
nolan;0.00002
nora;0.00005
norbert;0.00062
nordine;0.00003
norma;0.00003
norman;0.00002
nouara;0.00003
nour;0.00001
noureddine;0.00003
nouredine;0.00001
nourredine;0.00002
nunzia;0.00001
nuria;0.00001
oceane;0.00003
octave;0.00010
octavie;0.00007
odette;0.00739
odile;0.00163
odille;0.00005
odyle;0.00001
odylle;0.00001
olga;0.00063
olinda;0.00001
oliva;0.00002
olive;0.00004
olivette;0.00002
olivia;0.00006
olivier;0.00112
olympe;0.00005
omar;0.00011
omer;0.00007
ophelie;0.00002
oreste;0.00003
orlando;0.00002
oscar;0.00010
osman;0.00002
osvaldo;0.00001
oswald;0.00001
othman;0.00001
othon;0.00002
otilia;0.00001
otto;0.00002
ottorino;0.00001
ouali;0.00001
ouardia;0.00002
ouerdia;0.00002
ouiza;0.00001
ould;0.00001
oumar;0.00002
ourdia;0.00003
ourida;0.00002
ousmane;0.00002
ousseni;0.00002
pablo;0.00003
palma;0.00001
palmira;0.00003
palmyre;0.00004
pamela;0.00002
paola;0.00004
paolo;0.00004
paquerette;0.00005
parfaite;0.00001
pascal;0.00249
pascale;0.00041
pascaline;0.00009
pasqua;0.00001
pasquale;0.00005
pasqualina;0.00003
patrice;0.00130
patricia;0.00106
patrick;0.00477
paul;0.00656
paula;0.00008
paule;0.00138
paulette;0.00841
paulin;0.00004
pauline;0.00049
paulo;0.00004
pavel;0.00001
pedro;0.00012
peggy;0.00003
pelagie;0.00003
perla;0.00001
perrine;0.00003
pervenche;0.00001
petar;0.00002
peter;0.00015
petra;0.00002
petronella;0.00001
petronille;0.00002
petrus;0.00001
philemon;0.00001
philibert;0.00005
philip;0.00004
philippe;0.00530
philippine;0.00002
philogone;0.00001
philomene;0.00020
pia;0.00002
pierina;0.00004
pierino;0.00002
pierre;0.01714
pierre jean;0.00001
pierre marie;0.00001
pierre yves;0.00003
pierrette;0.00249
pierrick;0.00006
pierrine;0.00002
pierrot;0.00005
pietro;0.00011
pilar;0.00011
piotr;0.00002
placide;0.00003
pol;0.00003
primo;0.00006
prisca;0.00002
priscilla;0.00001
privat;0.00001
prosper;0.00010
prudence;0.00002
pulcherie;0.00002
quang;0.00001
quentin;0.00008
rabah;0.00019
rabha;0.00002
rabia;0.00005
rachel;0.00039
rachele;0.00001
rachelle;0.00005
rachid;0.00016
rachida;0.00005
radegonde;0.00002
rafael;0.00007
rafaela;0.00001
raffaela;0.00001
raffaele;0.00002
rahma;0.00006
rahmouna;0.00001
raissa;0.00001
ralph;0.00001
ramazan;0.00002
ramdane;0.00004
ramiro;0.00001
ramon;0.00009
ramona;0.00003
raoul;0.00050
raphael;0.00041
raphaele;0.00001
raphaelle;0.00003
raul;0.00001
rayan;0.00002
rayane;0.00002
raymond;0.00663
raymonde;0.00530
raynald;0.00002
rebecca;0.00003
rebiha;0.00002
regina;0.00014
regine;0.00086
regis;0.00068
reguia;0.00001
reine;0.00095
reine marie;0.00001
rejane;0.00026
remedios;0.00002
remi;0.00052
remo;0.00004
remonde;0.00001
remy;0.00073
renald;0.00001
renata;0.00001
renate;0.00002
renato;0.00004
renaud;0.00009
rene;0.01227
renee;0.00714
renelle;0.00003
renzo;0.00003
reymond;0.00003
reymonde;0.00002
reynald;0.00004
rezki;0.00001
ricardo;0.00004
richard;0.00098
ridha;0.00002
rigobert;0.00002
rina;0.00007
rinaldo;0.00001
rino;0.00006
rita;0.00015
rkia;0.00002
robert;0.01051
roberte;0.00033
robertine;0.00002
roberto;0.00007
robin;0.00005
rocco;0.00004
roch;0.00005
rodolphe;0.00017
rodrigue;0.00003
roger;0.01122
roland;0.00364
rolande;0.00129
rolf;0.00002
rolland;0.00026
rollande;0.00006
romain;0.00030
romaine;0.00004
roman;0.00003
romana;0.00002
romano;0.00001
romeo;0.00003
romuald;0.00006
ronald;0.00005
ronan;0.00003
rosa;0.00072
rosaire;0.00002
rosalia;0.00005
rosalie;0.00031
rosane;0.00001
rosaria;0.00003
rosario;0.00008
rose;0.00177
rose marie;0.00008
roseline;0.00020
roselyne;0.00021
rosemarie;0.00001
rosemary;0.00001
rosemonde;0.00004
rosetta;0.00001
rosette;0.00022
rosina;0.00004
rosine;0.00019
rosita;0.00003
roukia;0.00001
roxane;0.00002
roy;0.00002
ruben;0.00002
rudolf;0.00002
rudolphe;0.00001
rudy;0.00004
rufine;0.00002
rui;0.00002
ruth;0.00006
saad;0.00003
saada;0.00001
saadia;0.00005
sabah;0.00001
sabas;0.00001
sabine;0.00028
sabrina;0.00008
sacha;0.00004
sadek;0.00001
sadi;0.00002
sadia;0.00005
sadok;0.00003
safia;0.00002
said;0.00044
saida;0.00003
saindou;0.00002
saint;0.00002
sainte;0.00002
sainte croix;0.00001
sakina;0.00001
salah;0.00018
salem;0.00006
saliha;0.00003
salim;0.00004
salima;0.00004
salome;0.00003
salomon;0.00006
salvador;0.00008
salvator;0.00002
salvatore;0.00020
salvatrice;0.00002
sam;0.00002
samba;0.00003
sami;0.00004
samia;0.00002
samir;0.00007
samira;0.00002
samson;0.00003
samuel;0.00019
samy;0.00003
sandra;0.00014
sandrine;0.00039
sandro;0.00001
sandy;0.00001
santa;0.00003
sante;0.00001
santiago;0.00004
santina;0.00003
santo;0.00002
sara;0.00005
sarah;0.00018
saturnin;0.00003
sauveur;0.00017
savino;0.00001
scholastique;0.00003
sebastian;0.00003
sebastiano;0.00003
sebastien;0.00071
sebastienne;0.00003
sebti;0.00001
seddik;0.00002
sekou;0.00001
seng;0.00001
serafim;0.00002
serafina;0.00002
seraphin;0.00003
seraphine;0.00006
serge;0.00452
sergine;0.00004
sergio;0.00006
servais;0.00001
severin;0.00003
severina;0.00001
severine;0.00011
severino;0.00002
seydou;0.00001
sheila;0.00002
shirley;0.00001
si;0.00001
sidi;0.00002
sidney;0.00001
sidonie;0.00009
siegfried;0.00002
sigismond;0.00001
silva;0.00001
silvana;0.00002
silvano;0.00003
silvere;0.00002
silvestre;0.00002
silvia;0.00003
silvio;0.00003
simeon;0.00004
simon;0.00049
simone;0.00786
simonne;0.00339
simy;0.00002
slimane;0.00008
slobodan;0.00001
smail;0.00006
smain;0.00001
sofia;0.00003
sofiane;0.00003
soilihi;0.00001
solange;0.00256
soledad;0.00002
solene;0.00002
soline;0.00001
sonia;0.00025
sonja;0.00002
sophia;0.00003
sophie;0.00074
sosthene;0.00002
souad;0.00002
souffou;0.00001
souleymane;0.00004
soumaila;0.00001
stanislas;0.00023
stanislava;0.00001
stanislaw;0.00006
stanislawa;0.00015
stanley;0.00002
steeve;0.00002
stefan;0.00006
stefania;0.00003
stefano;0.00002
stella;0.00006
stephan;0.00011
stephane;0.00114
stephania;0.00002
stephanie;0.00038
stephen;0.00003
steve;0.00004
steven;0.00003
sully;0.00001
sulpice;0.00001
sultan;0.00001
susan;0.00001
susana;0.00001
suzanne;0.00818
suzel;0.00001
suzette;0.00027
suzie;0.00002
suzy;0.00006
svetlana;0.00002
sy;0.00001
sylva;0.00001
sylvain;0.00067
sylvaine;0.00005
sylvanie;0.00001
sylvere;0.00002
sylvestre;0.00005
sylvette;0.00024
sylvia;0.00013
sylviane;0.00061
sylvianne;0.00004
sylvie;0.00153
sylvine;0.00001
tadeusz;0.00005
tahar;0.00016
taieb;0.00001
taklit;0.00001
tamara;0.00001
tanguy;0.00002
tania;0.00002
taous;0.00005
tassadit;0.00006
tatiana;0.00005
tayeb;0.00009
teddy;0.00003
terence;0.00001
teresa;0.00025
teresina;0.00002
thadee;0.00002
thanh;0.00002
theo;0.00005
theodor;0.00001
theodora;0.00002
theodore;0.00013
theophile;0.00013
theresa;0.00004
therese;0.00524
theresia;0.00001
thereze;0.00003
thi;0.00035
thibault;0.00003
thibaut;0.00002
thierry;0.00199
thiery;0.00002
thomas;0.00036
thomassine;0.00001
tiago;0.00001
tiburce;0.00001
tiffany;0.00001
timeo;0.00003
timothee;0.00002
timothy;0.00002
tiphaine;0.00002
tom;0.00003
tomas;0.00002
tomasa;0.00001
tomasz;0.00001
tomislav;0.00001
toni;0.00001
tony;0.00011
toussaint;0.00007
toussainte;0.00004
trinidad;0.00002
trinite;0.00002
tristan;0.00002
tullio;0.00001
ugo;0.00002
ulysse;0.00006
umberto;0.00004
urbain;0.00008
ursula;0.00004
ursule;0.00007
uwe;0.00001
valentin;0.00014
valentina;0.00002
valentine;0.00027
valentino;0.00002
valere;0.00004
valeria;0.00002
valerie;0.00070
valery;0.00003
valter;0.00002
van;0.00012
vanda;0.00003
vanessa;0.00005
vasile;0.00003
vera;0.00006
veronique;0.00086
vicenta;0.00004
vicente;0.00006
victoire;0.00016
victor;0.00100
victoria;0.00021
victoriano;0.00002
victorin;0.00003
victorine;0.00024
vida;0.00001
vidal;0.00001
vilma;0.00002
vincent;0.00093
vincente;0.00006
vincenza;0.00005
vincenzo;0.00015
violette;0.00035
virgile;0.00004
virgilio;0.00001
virginia;0.00003
virginie;0.00033
vita;0.00002
vital;0.00003
vito;0.00004
vitor;0.00003
vittoria;0.00003
vittorio;0.00004
vivian;0.00001
viviane;0.00062
vivianne;0.00003
vivien;0.00002
vivienne;0.00001
vladimir;0.00006
waldemar;0.00002
walid;0.00001
walter;0.00011
waltraud;0.00001
wanda;0.00014
wendy;0.00002
werner;0.00007
wieslaw;0.00002
wilfrid;0.00004
wilfried;0.00003
wilhelm;0.00003
wilhelmus;0.00001
willem;0.00002
willi;0.00002
william;0.00042
williams;0.00002
willy;0.00016
wilma;0.00001
wladimir;0.00003
wladislas;0.00002
wladislaw;0.00002
wladislawa;0.00002
wladyslaw;0.00003
wladyslawa;0.00005
wolfgang;0.00003
xavier;0.00056
xaviere;0.00002
yacine;0.00001
yael;0.00001
yahia;0.00003
yahya;0.00002
yamina;0.00021
yamna;0.00005
yan;0.00002
yanick;0.00003
yanis;0.00003
yann;0.00020
yannick;0.00050
yannis;0.00001
yasmina;0.00006
yasmine;0.00002
yassine;0.00001
yazid;0.00001
yoan;0.00002
yoann;0.00003
yohan;0.00003
yohann;0.00004
yolaine;0.00003
yolanda;0.00002
yolande;0.00122
youcef;0.00006
younes;0.00003
youssef;0.00006
youssouf;0.00001
yusuf;0.00002
yvan;0.00036
yveline;0.00012
yves;0.00486
yvette;0.00770
yvon;0.00090
yvonne;0.00746
yvonnick;0.00002
zacharie;0.00001
zahia;0.00002
zahra;0.00010
zaina;0.00003
zainaba;0.00001
zaira;0.00001
zakia;0.00002
zalia;0.00002
zara;0.00002
zelia;0.00003
zelie;0.00005
zenaide;0.00001
zenon;0.00001
zina;0.00002
zineb;0.00004
zita;0.00001
zoe;0.00010
zofia;0.00004
zohra;0.00021
zoran;0.00002
zoubida;0.00003
zouina;0.00002
zoulikha;0.00003
zulma;0.00001
zygmunt;0.00001
